transaction_id,timestamp,amount,merchant,category,country,device
TXN00106,2026-01-05 10:00:00,29.44,Reliance,Food,IN,Android
TXN00107,2026-01-05 11:00:00,43.8,Flipkart,Travel,IN,Android
TXN00108,2026-01-05 12:00:00,94.27,Other,Shopping,IN,Android
TXN00109,2026-01-05 13:00:00,17.77,Amazon,Travel,IN,Android
TXN00110,2026-01-05 14:00:00,72.41,Flipkart,Food,IN,iOS
TXN00111,2026-01-05 15:00:00,63.72,Flipkart,Food,IN,Android
TXN00112,2026-01-05 16:00:00,37.11,Myntra,Travel,IN,Android
TXN00113,2026-01-05 17:00:00,21.33,Amazon,Entertainment,IN,iOS
TXN00114,2026-01-05 18:00:00,57.22,Amazon,Food,IN,Android
TXN00115,2026-01-05 19:00:00,38.7,Uber,Entertainment,IN,iOS
TXN00116,2026-01-05 20:00:00,63.51,Other,Travel,IN,Android
TXN00117,2026-01-05 21:00:00,55.38,Uber,Entertainment,IN,Android
TXN00118,2026-01-05 22:00:00,154.65,Uber,Food,IN,Android
TXN00119,2026-01-05 23:00:00,46.73,Myntra,Entertainment,IN,Android
TXN00120,2026-01-06 00:00:00,28.07,Uber,Bills,IN,Android
TXN00121,2026-01-06 01:00:00,61.35,Swiggy,Bills,IN,Android
TXN00122,2026-01-06 02:00:00,62.99,Myntra,Travel,IN,Android
TXN00123,2026-01-06 03:00:00,132.09,Amazon,Travel,IN,Android
TXN00124,2026-01-06 04:00:00,93.96,Flipkart,Travel,IN,iOS
TXN00125,2026-01-06 05:00:00,68.85,Myntra,Entertainment,IN,Android
TXN00126,2026-01-06 06:00:00,141.34,Swiggy,Bills,IN,Android
TXN00127,2026-01-06 07:00:00,25.21,Amazon,Shopping,IN,Android
TXN00128,2026-01-06 08:00:00,36.02,Amazon,Bills,IN,Web
TXN00129,2026-01-06 09:00:00,29.9,Other,Entertainment,IN,iOS
TXN00130,2026-01-06 10:00:00,42.38,Swiggy,Bills,IN,Web
TXN00131,2026-01-06 11:00:00,22.31,Amazon,Travel,IN,Web
TXN00132,2026-01-06 12:00:00,82.5,Reliance,Food,IN,Android
TXN00133,2026-01-06 13:00:00,47.25,Uber,Bills,IN,iOS
TXN00134,2026-01-06 14:00:00,20.99,Uber,Bills,IN,Android
TXN00135,2026-01-06 15:00:00,28.22,Other,Food,IN,Web
TXN00136,2026-01-06 16:00:00,66.94,Swiggy,Travel,IN,Android
TXN00137,2026-01-06 17:00:00,94.14,Myntra,Food,IN,Android
TXN00138,2026-01-06 18:00:00,199.91,Reliance,Shopping,IN,Web
TXN00139,2026-01-06 19:00:00,362.86,Myntra,Shopping,IN,iOS
TXN00140,2026-01-06 20:00:00,71.48,Flipkart,Shopping,IN,Web
TXN00141,2026-01-06 21:00:00,28.7,Myntra,Travel,IN,Android
TXN00142,2026-01-06 22:00:00,13.66,Reliance,Travel,IN,Android
TXN00143,2026-01-06 23:00:00,64.98,Amazon,Travel,IN,Android
TXN00144,2026-01-07 00:00:00,32.19,Flipkart,Entertainment,IN,Android
TXN00145,2026-01-07 01:00:00,41.68,Myntra,Food,IN,Android
TXN00146,2026-01-07 02:00:00,36.68,Amazon,Food,IN,Android
TXN00147,2026-01-07 03:00:00,49.82,Other,Food,IN,iOS
TXN00148,2026-01-07 04:00:00,109.17,Amazon,Food,IN,Android
TXN00149,2026-01-07 05:00:00,60.47,Other,Travel,IN,iOS
TXN00150,2026-01-07 06:00:00,49.25,Myntra,Food,IN,Web
TXN00151,2026-01-07 07:00:00,27.85,Uber,Food,IN,iOS
TXN00152,2026-01-07 08:00:00,18.38,Flipkart,Bills,IN,Android
TXN00153,2026-01-07 09:00:00,39.8,Swiggy,Entertainment,IN,Android
TXN00154,2026-01-07 10:00:00,52.72,Reliance,Food,IN,Android
TXN00155,2026-01-07 11:00:00,172.29,Reliance,Shopping,IN,iOS
TXN00156,2026-01-07 12:00:00,59.42,Flipkart,Food,IN,Android
TXN00157,2026-01-07 13:00:00,103.42,Uber,Travel,IN,Android
TXN00158,2026-01-07 14:00:00,39.47,Other,Entertainment,IN,Web
TXN00159,2026-01-07 15:00:00,25.27,Flipkart,Shopping,IN,iOS
TXN00160,2026-01-07 16:00:00,29.16,Myntra,Shopping,IN,iOS
TXN00161,2026-01-07 17:00:00,34.08,Flipkart,Travel,IN,Android
TXN00162,2026-01-07 18:00:00,217.78,Reliance,Entertainment,IN,Web
TXN00163,2026-01-07 19:00:00,32.01,Flipkart,Travel,IN,Android
TXN00164,2026-01-07 20:00:00,94.16,Swiggy,Entertainment,IN,Android
TXN00165,2026-01-07 21:00:00,30.36,Uber,Bills,IN,Web
TXN00166,2026-01-07 22:00:00,100.04,Swiggy,Shopping,IN,Web
TXN00167,2026-01-07 23:00:00,70.12,Flipkart,Travel,IN,Android
TXN00168,2026-01-08 00:00:00,49.31,Myntra,Bills,IN,Android
TXN00169,2026-01-08 01:00:00,53.17,Amazon,Travel,IN,Android
TXN00170,2026-01-08 02:00:00,35.67,Other,Shopping,IN,iOS
TXN00171,2026-01-08 03:00:00,72.96,Amazon,Shopping,IN,iOS
TXN00172,2026-01-08 04:00:00,40.62,Swiggy,Bills,IN,Android
TXN00173,2026-01-08 05:00:00,24.62,Other,Travel,IN,Android
TXN00174,2026-01-08 06:00:00,23.79,Flipkart,Travel,IN,iOS
TXN00175,2026-01-08 07:00:00,61.08,Amazon,Food,IN,iOS
TXN00176,2026-01-08 08:00:00,152.38,Reliance,Food,IN,Android
TXN00177,2026-01-08 09:00:00,60.58,Amazon,Bills,IN,iOS
TXN00178,2026-01-08 10:00:00,50.55,Other,Shopping,IN,Web
TXN00179,2026-01-08 11:00:00,65.75,Uber,Travel,IN,Android
TXN00180,2026-01-08 12:00:00,127.6,Other,Food,IN,iOS
TXN00181,2026-01-08 13:00:00,62.97,Flipkart,Bills,IN,iOS
TXN00182,2026-01-08 14:00:00,41.8,Amazon,Bills,IN,Android
TXN00183,2026-01-08 15:00:00,112.07,Other,Travel,IN,Web
TXN00184,2026-01-08 16:00:00,72.15,Reliance,Food,IN,iOS
TXN00185,2026-01-08 17:00:00,148.15,Other,Food,IN,Android
TXN00186,2026-01-08 18:00:00,61.5,Swiggy,Food,IN,Android
TXN00187,2026-01-08 19:00:00,24.63,Swiggy,Food,IN,iOS
TXN00188,2026-01-08 20:00:00,22.44,Myntra,Bills,IN,Android
TXN00189,2026-01-08 21:00:00,159.67,Uber,Shopping,IN,Android
TXN00190,2026-01-08 22:00:00,167.4,Flipkart,Shopping,IN,Android
TXN00191,2026-01-08 23:00:00,48.58,Swiggy,Travel,IN,iOS
TXN00192,2026-01-09 00:00:00,42.56,Myntra,Food,IN,Web
TXN00193,2026-01-09 01:00:00,141.17,Amazon,Entertainment,IN,iOS
TXN00194,2026-01-09 02:00:00,26.59,Swiggy,Bills,IN,iOS
TXN00195,2026-01-09 03:00:00,30.52,Swiggy,Bills,IN,Android
TXN00196,2026-01-09 04:00:00,82.94,Amazon,Travel,IN,Android
TXN00197,2026-01-09 05:00:00,42.25,Amazon,Travel,IN,Web
TXN00198,2026-01-09 06:00:00,54.42,Uber,Travel,IN,Android
TXN00199,2026-01-09 07:00:00,49.1,Amazon,Shopping,IN,iOS
TXN00200,2026-01-09 08:00:00,67.99,Swiggy,Travel,IN,Android
TXN00201,2026-01-09 09:00:00,136.3,Uber,Entertainment,IN,Android
TXN00202,2026-01-09 19:00:00,563.9854112700684,Other,Food,IN,iOS
TXN00203,2026-01-09 11:00:00,82.98,Amazon,Shopping,IN,Android
TXN00204,2026-01-09 12:00:00,14.4,Uber,Travel,IN,Android
TXN00205,2026-01-09 13:00:00,52.9,Amazon,Food,IN,Android
TXN00206,2026-01-09 14:00:00,31.56,Uber,Bills,IN,Android
TXN00207,2026-01-09 15:00:00,24.72,Uber,Entertainment,IN,Android
TXN00208,2026-01-09 16:00:00,30.85,Reliance,Entertainment,IN,Web
TXN00209,2026-01-09 17:00:00,43.94,Uber,Food,IN,Android
TXN00210,2026-01-09 18:00:00,99.02,Other,Entertainment,IN,iOS
TXN00211,2026-01-09 19:00:00,23.05,Amazon,Shopping,IN,iOS
TXN00212,2026-01-09 20:00:00,55.7,Amazon,Food,IN,Android
TXN00213,2026-01-09 21:00:00,39.86,Amazon,Food,IN,Android
TXN00214,2026-01-09 22:00:00,44.12,Swiggy,Entertainment,IN,Web
TXN00215,2026-01-09 23:00:00,104.77,Flipkart,Bills,IN,iOS
TXN00216,2026-01-10 00:00:00,77.46,Amazon,Food,IN,Web
TXN00217,2026-01-10 01:00:00,130.23,Flipkart,Shopping,IN,Android
TXN00218,2026-01-10 02:00:00,49.38,Other,Bills,IN,iOS
TXN00219,2026-01-10 03:00:00,34.73,Reliance,Bills,IN,iOS
TXN00220,2026-01-10 04:00:00,47.2,Amazon,Entertainment,IN,Web
TXN00221,2026-01-10 05:00:00,63.92,Other,Travel,IN,Android
TXN00222,2026-01-10 06:00:00,61.24,Flipkart,Shopping,IN,Web
TXN00223,2026-01-10 07:00:00,26.98,Swiggy,Food,IN,Android
TXN00224,2026-01-10 08:00:00,57.91,Swiggy,Bills,IN,iOS
TXN00225,2026-01-10 09:00:00,63.33,Swiggy,Food,IN,Android
TXN00226,2026-01-10 10:00:00,280.44,Reliance,Shopping,IN,iOS
TXN00227,2026-01-10 11:00:00,184.92,Myntra,Entertainment,IN,Android
TXN00228,2026-01-10 12:00:00,31.36,Myntra,Travel,IN,iOS
TXN00229,2026-01-10 13:00:00,45.3,Myntra,Food,IN,Android
TXN00230,2026-01-10 14:00:00,21.09,Reliance,Travel,IN,Android
TXN00231,2026-01-10 15:00:00,37.19,Flipkart,Bills,IN,iOS
TXN00232,2026-01-10 16:00:00,67.03,Swiggy,Shopping,IN,iOS
TXN00233,2026-01-10 17:00:00,119.56,Amazon,Travel,IN,Android
TXN00234,2026-01-10 18:00:00,33.99,Myntra,Food,IN,iOS
TXN00235,2026-01-10 19:00:00,35.69,Uber,Shopping,IN,Android
TXN00236,2026-01-10 20:00:00,13.52,Myntra,Shopping,IN,iOS
TXN00237,2026-01-10 21:00:00,49.12,Uber,Travel,IN,iOS
TXN00238,2026-01-10 22:00:00,27.37,Flipkart,Travel,IN,iOS
TXN00239,2026-01-10 23:00:00,38.7,Amazon,Travel,IN,iOS
TXN00240,2026-01-11 00:00:00,30.88,Other,Bills,IN,Android
TXN00241,2026-01-11 01:00:00,51.35,Swiggy,Travel,IN,Android
TXN00242,2026-01-11 02:00:00,17.42,Amazon,Travel,IN,iOS
TXN00243,2026-01-11 03:00:00,21.04,Swiggy,Entertainment,IN,Android
TXN00244,2026-01-11 04:00:00,217.89,Other,Bills,IN,Android
TXN00245,2026-01-11 05:00:00,23.65,Flipkart,Entertainment,IN,iOS
TXN00246,2026-01-11 06:00:00,26.76,Other,Food,IN,Android
TXN00247,2026-01-11 07:00:00,180.19,Uber,Bills,IN,Android
TXN00248,2026-01-11 08:00:00,360.79,Other,Bills,IN,Web
TXN00249,2026-01-11 09:00:00,25.49,Myntra,Travel,IN,Android
TXN00250,2026-01-11 10:00:00,42.98,Amazon,Shopping,IN,Android
TXN00251,2026-01-11 11:00:00,68.17,Uber,Travel,IN,Android
TXN00252,2026-01-11 12:00:00,167.95,Swiggy,Entertainment,IN,Android
TXN00253,2026-01-11 13:00:00,28.75,Flipkart,Bills,IN,iOS
TXN00254,2026-01-11 14:00:00,46.55,Uber,Shopping,IN,iOS
TXN00255,2026-01-11 15:00:00,90.49,Amazon,Food,IN,iOS
TXN00256,2026-01-11 16:00:00,72.43,Myntra,Travel,IN,Android
TXN00257,2026-01-11 17:00:00,42.76,Reliance,Entertainment,IN,Android
TXN00258,2026-01-11 18:00:00,50.05,Amazon,Travel,IN,Android
TXN00259,2026-01-12 17:00:00,322.27616708463165,Uber,Entertainment,IN,iOS
TXN00260,2026-01-11 20:00:00,46.77,Myntra,Bills,IN,iOS
TXN00261,2026-01-11 21:00:00,45.92,Amazon,Food,IN,Android
TXN00262,2026-01-11 22:00:00,63.49,Swiggy,Shopping,IN,iOS
TXN00263,2026-01-11 23:00:00,38.06,Flipkart,Entertainment,IN,iOS
TXN00264,2026-01-12 00:00:00,74.18,Amazon,Travel,IN,Android
TXN00265,2026-01-12 01:00:00,105.45,Reliance,Entertainment,IN,iOS
TXN00266,2026-01-12 02:00:00,60.4,Uber,Entertainment,IN,iOS
TXN00267,2026-01-12 03:00:00,68.62,Reliance,Travel,IN,Android
TXN00268,2026-01-12 04:00:00,56.52,Myntra,Shopping,IN,Android
TXN00269,2026-01-12 05:00:00,54.6,Other,Entertainment,IN,iOS
TXN00270,2026-01-12 06:00:00,34.16,Other,Travel,IN,Web
TXN00271,2026-01-12 07:00:00,67.07,Myntra,Shopping,IN,iOS
TXN00272,2026-01-12 08:00:00,51.25,Swiggy,Travel,IN,iOS
TXN00273,2026-01-12 09:00:00,212.84,Swiggy,Shopping,IN,iOS
TXN00274,2026-01-12 10:00:00,151.82,Reliance,Food,IN,Android
TXN00275,2026-01-12 11:00:00,70.16,Swiggy,Food,IN,Android
TXN00276,2026-01-12 12:00:00,33.25,Uber,Travel,IN,Android
TXN00277,2026-01-12 13:00:00,26.49,Flipkart,Travel,IN,Web
TXN00278,2026-01-12 14:00:00,118.42,Other,Entertainment,IN,iOS
TXN00279,2026-01-12 15:00:00,64.77,Myntra,Food,IN,Web
TXN00280,2026-01-12 16:00:00,74.6,Swiggy,Bills,IN,Android
TXN00281,2026-01-12 17:00:00,17.57,Myntra,Entertainment,IN,Android
TXN00282,2026-01-12 18:00:00,99.77,Swiggy,Bills,IN,iOS
TXN00283,2026-01-12 19:00:00,73.36,Flipkart,Food,IN,Android
TXN00284,2026-01-12 20:00:00,26.53,Other,Bills,IN,Android
TXN00285,2026-01-12 21:00:00,397.6409787520477,Other,Food,IN,iOS
TXN00286,2026-01-12 22:00:00,64.81,Reliance,Travel,IN,iOS
TXN00287,2026-01-12 23:00:00,56.49,Swiggy,Bills,IN,iOS
TXN00288,2026-01-13 00:00:00,45.15,Flipkart,Food,IN,Android
TXN00289,2026-01-13 01:00:00,51.05,Amazon,Shopping,IN,Android
TXN00290,2026-01-13 02:00:00,46.35,Reliance,Entertainment,IN,Android
TXN00291,2026-01-13 03:00:00,60.29,Swiggy,Bills,IN,Android
TXN00292,2026-01-13 04:00:00,142.09,Other,Shopping,IN,Android
TXN00293,2026-01-13 05:00:00,10.3,Other,Food,IN,Android
TXN00294,2026-01-13 06:00:00,46.81,Amazon,Food,IN,Web
TXN00295,2026-01-13 07:00:00,61.24,Other,Entertainment,IN,Android
TXN00296,2026-01-13 08:00:00,66.18,Amazon,Entertainment,IN,Android
TXN00297,2026-01-13 09:00:00,42.87,Uber,Bills,IN,Android
TXN00298,2026-01-13 10:00:00,17.43,Uber,Travel,IN,iOS
TXN00299,2026-01-13 11:00:00,67.57,Other,Shopping,IN,Android
TXN00300,2026-01-13 12:00:00,167.8,Myntra,Food,IN,Android
TXN00301,2026-01-13 13:00:00,20.15,Other,Shopping,IN,Android
TXN00302,2026-01-13 14:00:00,95.73,Myntra,Bills,IN,Android
TXN00303,2026-01-13 15:00:00,44.1,Reliance,Shopping,IN,iOS
TXN00304,2026-01-13 16:00:00,452.4530093824276,Reliance,Bills,IN,Android
TXN00305,2026-01-13 17:00:00,27.54,Other,Entertainment,IN,Android
TXN00306,2026-01-13 18:00:00,43.93,Swiggy,Food,IN,iOS
TXN00307,2026-01-14 09:00:00,1686.2359761661348,Swiggy,Bills,IN,Android
TXN00308,2026-01-13 20:00:00,79.74,Other,Entertainment,IN,iOS
TXN00309,2026-01-13 21:00:00,168.34,Reliance,Travel,IN,Android
TXN00310,2026-01-13 22:00:00,117.37,Other,Travel,IN,iOS
TXN00311,2026-01-13 23:00:00,72.63,Myntra,Food,IN,Android
TXN00312,2026-01-14 00:00:00,169.62,Other,Travel,IN,Android
TXN00313,2026-01-14 01:00:00,72.63,Reliance,Entertainment,IN,Android
TXN00314,2026-01-14 02:00:00,93.52,Reliance,Bills,IN,Web
TXN00315,2026-01-14 03:00:00,45.03,Flipkart,Food,IN,Android
TXN00316,2026-01-14 04:00:00,57.01,Uber,Travel,IN,Web
TXN00317,2026-01-14 05:00:00,34.7,Reliance,Bills,IN,Web
TXN00318,2026-01-14 06:00:00,103.88,Reliance,Shopping,IN,Android
TXN00319,2026-01-14 07:00:00,25.38,Other,Bills,IN,Android
TXN00320,2026-01-14 08:00:00,90.79,Swiggy,Food,IN,Android
TXN00321,2026-01-14 09:00:00,48.23,Swiggy,Food,IN,Web
TXN00322,2026-01-14 10:00:00,116.9,Other,Travel,IN,iOS
TXN00323,2026-01-14 11:00:00,88.95,Other,Travel,IN,Android
TXN00324,2026-01-14 12:00:00,178.29,Flipkart,Entertainment,IN,Android
TXN00325,2026-01-14 13:00:00,87.79,Swiggy,Food,IN,iOS
TXN00326,2026-01-14 14:00:00,19.65,Other,Food,IN,Android
TXN00327,2026-01-14 15:00:00,52.27,Flipkart,Food,IN,Android
TXN00328,2026-01-14 16:00:00,25.49,Reliance,Entertainment,IN,Android
TXN00329,2026-01-14 17:00:00,38.98,Amazon,Entertainment,IN,Android
TXN00330,2026-01-14 18:00:00,145.81,Flipkart,Travel,IN,Web
TXN00331,2026-01-14 19:00:00,82.63,Reliance,Bills,IN,iOS
TXN00332,2026-01-14 20:00:00,34.66,Myntra,Entertainment,IN,Android
TXN00333,2026-01-15 18:00:00,384.727299440989,Uber,Entertainment,IN,Android
TXN00334,2026-01-14 22:00:00,55.77,Reliance,Bills,IN,iOS
TXN00335,2026-01-14 23:00:00,24.76,Swiggy,Travel,IN,Android
TXN00336,2026-01-15 00:00:00,35.3,Uber,Entertainment,IN,Android
TXN00337,2026-01-15 01:00:00,66.87,Myntra,Food,IN,Android
TXN00338,2026-01-15 02:00:00,115.69,Reliance,Food,IN,iOS
TXN00339,2026-01-15 03:00:00,81.1,Swiggy,Bills,IN,Web
TXN00340,2026-01-15 04:00:00,12.31,Myntra,Shopping,IN,iOS
TXN00341,2026-01-15 05:00:00,66.54,Uber,Travel,IN,Android
TXN00342,2026-01-15 06:00:00,57.22,Uber,Entertainment,IN,iOS
TXN00343,2026-01-15 07:00:00,569.990703164075,Other,Shopping,IN,Android
TXN00344,2026-01-15 08:00:00,2204.999764208993,Swiggy,Entertainment,IN,Web
TXN00345,2026-01-15 09:00:00,14.28,Myntra,Travel,IN,Android
TXN00346,2026-01-15 10:00:00,37.18,Other,Entertainment,IN,Android
TXN00347,2026-01-15 11:00:00,80.17,Reliance,Bills,IN,Android
TXN00348,2026-01-15 12:00:00,19.53,Other,Shopping,IN,Android
TXN00349,2026-01-15 13:00:00,142.5,Myntra,Bills,IN,Android
TXN00350,2026-01-15 14:00:00,69.37,Flipkart,Shopping,IN,iOS
TXN00351,2026-01-15 15:00:00,94.66,Other,Food,IN,iOS
TXN00352,2026-01-15 16:00:00,37.67,Myntra,Entertainment,IN,iOS
TXN00353,2026-01-15 17:00:00,92.66,Flipkart,Entertainment,IN,Android
TXN00354,2026-01-15 18:00:00,109.34,Swiggy,Shopping,IN,Android
TXN00355,2026-01-15 19:00:00,63.52,Flipkart,Food,IN,Android
TXN00356,2026-01-15 20:00:00,63.58,Reliance,Shopping,IN,Android
TXN00357,2026-01-15 21:00:00,65.09,Amazon,Food,IN,Android
TXN00358,2026-01-15 22:00:00,31.15,Reliance,Entertainment,IN,Web
TXN00359,2026-01-15 23:00:00,49.61,Uber,Shopping,IN,Web
TXN00360,2026-01-16 00:00:00,49.44,Amazon,Bills,IN,Android
